id, group_regex, regex, status, description, ordinal
28	^alt\\.binaries\\.anime$	/^(?P<match0>\\[.+?\\] (.+?) - \\[)\\d+\\/\\d+\\] - ".+?" yEnc$/	1	//[eraser] Ghost in the Shell ARISE - border_1 Ghost Pain (BD 720p Hi444PP LC-AAC Stereo) - [01/65] - "[eraser] Ghost in the Shell ARISE - border_1 Ghost Pain (BD 720p Hi444PP LC-AAC Stereo) .md5" yEnc	20
29	^alt\\.binaries\\.anime$	/^\\(\\d+(?P<match0>\\/\\d+\\) - (.+?) - ").+?" - \\d+[,.]\\d+ [mMkKgG][bB] - yEnc$/	1	//(01/27) - Maid.Sama.Jap.dubbed.german.english.subbed - "01 Misaki ist eine Maid!.divx" - 6,44 GB - yEnc	25
30	^alt\\.binaries\\.anime$	/^(?P<match0>\\[ (.+?) \\] \\[)\\d+\\/\\d+\\] - ".+?" yEnc$/	1	//[ New Doraemon 2013.06.14 Episode 334 (TV Asahi) 1080i HDTV MPEG2 AAC-DoraClub.org ] [01/60] - "doraclub.org-doraemon-20130614-fae28cec.nfo" yEnc	30
31	^alt\\.binaries\\.anime$	/^<TOWN> www\\.town\\.ag > sponsored by www\\.ssl-news\\.info > \\(\\d+(?P<match0>\\/\\d+\\) ".+?)([-_](proof|sample|thumbs?))*(\\.part\\d*(\\.rar)?|\\.rar|\\.7z)?(\\d{1,3}\\.rev"|\\.vol\\d+\\+\\d+\\.par2"|\\.[A-Za-z0-9]{2,4}"|") - \\d+[,.]\\d+ [mMkKgG][bB] - yEnc$/i	1	//<TOWN> www.town.ag > sponsored by www.ssl-news.info > (1/3) "HolzWerken_40.par2" - 43,89 MB - yEnc ::: //<TOWN> www.town.ag > sponsored by www.ssl-news.info > (1/5) "[HorribleSubs]_Aku_no_Hana_-_01_[480p].par2" - 157,13 MB - yEnc	35
32	^alt\\.binaries\\.anime$	/^\\(\\d+\\/\\d+\\)(?P<match0>.+?www\\.town\\.ag.+?sponsored by (www\\.)?ssl-news\\.info<+?(.+?)) ".+?" yEnc$/	1	//(1/9)<<<www.town.ag>>> sponsored by ssl-news.info<<<[HorribleSubs]_AIURA_-_01_[480p].mkv "[HorribleSubs]_AIURA_-_01_[480p].par2" yEnc	40
33	^alt\\.binaries\\.anime$	/^(?P<match0>.+? \\[Dual [aA]udio, EngSub\\] .+?) - \\[\\d+\\/\\d+\\] - ".+?" yEnc$/	1	//Overman King Gainer [Dual audio, EngSub] Exiled Destiny - [002/149] - "Overman King Gainer.part001.rar" yEnc	45
34	^alt\\.binaries\\.anime$	/^(?P<match0>(blazedazer_.+?) \\[)\\d+\\/\\d+\\] - ".+?" yEnc$/	1	//blazedazer_NAN000010 [140/245] - "blazedazer_NAN000010.part138.rar" yEnc	50
35	^alt\\.binaries\\.astronomy$	/^(?P<match0>\\d+-)\\d+\\[\\d+(\\/\\d+\\] - ").+?" yEnc$/	1	//58600-0[51/51] - "58600-0.vol0+1.par2" yEnc	5
36	^alt\\.binaries\\.astronomy$	/^\\[ TOWN \\][ _-]{0,3}\\[ www\\.town\\.ag \\][ _-]{0,3}\\[ partner of www\\.ssl-news\\.info \\][ _-]{0,3}\\[ .* \\] \\[\\d+\\/(?P<match0>\\d+\\][ _-]{0,3}("|#34;).+)\\.(par2|rar|nfo|nzb)("|#34;)[ _-]{0,3}\\d+[.,]\\d+ [kKmMgG][bB][ _-]{0,3}yEnc$/i	1	//[ TOWN ]-[ www.town.ag ]-[ partner of www.ssl-news.info ]-[ TV ] [01/16] - "Jono.And.Ben.At.Ten.S02E14.PDTV.x264-FiHTV.par2" - 198,25 MB yEnc	10
37	^alt\\.binaries\\.ath$	/^\\[\\d+\\/\\d+ (?P<match0>[a-zA-Z0-9]+ .+?)\\..+?" yEnc$/	1	//[3/3 Karel Gott - Die Biene Maja Original MP3 Karel Gott - Die Biene Maja Original MP3.mp3.vol0+1.PAR2" yEnc	5
38	^alt\\.binaries\\.ath$	/^\\[ TOWN \\][ _-]{0,3}\\[ www\\.town\\.ag \\][ _-]{0,3}\\[ partner of www\\.ssl-news\\.info \\][ _-]{0,3}\\[ .* \\] \\[\\d+\\/(?P<match0>\\d+\\][ _-]{0,3}("|#34;).+)\\.(par2|rar|nfo|nzb)("|#34;)[ _-]{0,3}\\d+[.,]\\d+ [kKmMgG][bB][ _-]{0,3}yEnc$/i	1	//[ TOWN ]-[ www.town.ag ]-[ partner of www.ssl-news.info ]-[ TV ] [01/16] - "Jono.And.Ben.At.Ten.S02E14.PDTV.x264-FiHTV.par2" - 198,25 MB yEnc	10
39	^alt\\.binaries\\.ath$	/^(?P<match0>[a-f0-9]{32}) - \\(\\d+\\/\\d+\\) - "[a-f0-9]{32}\\..+" yEnc$/	1	//8b33bf5960714efbe6cfcf13dd0f618f - (01/55) - "8b33bf5960714efbe6cfcf13dd0f618f.par2" yEnc	15
40	^alt\\.binaries\\.ath$	/^(?P<match0>[a-z]+ - \\[)\\d+\\/\\d+\\] - "([a-z]+)\\..+?" yEnc$/	1	//nmlsrgnb - [04/37] - "htwlngmrstdsntdnh.part03.rar" yEnc	20
41	^alt\\.binaries\\.ath$	/^(?P<match0>>+Hell-of-Usenet(\\.org)?>+(?P<match1> -)? \\[)\\d+\\/\\d+\\] - "(.+?)([-_](proof|sample|thumbs?))*(\\.part\\d*(\\.rar)?|\\.rar|\\.7z)?(\\d{1,3}\\.rev"|\\.vol\\d+\\+\\d+\\.par2"|\\.[A-Za-z0-9]{2,4}"|")( - \\d+[.,]\\d+ [kKmMgG][bB])? yEnc$/i	1	//>>>>>Hell-of-Usenet>>>>> - [01/33] - "Cassadaga Hier lebt der Teufel 2011 German AC3 DVDRip XViD iNTERNAL-VhV.par2" yEnc	25
42	^alt\\.binaries\\.ath$	/^(?P<match0>[a-z0-9]{10,}) \\(\\d+\\/\\d+\\) "[a-z0-9]{10,}\\..+?" yEnc$/	1	//1dbo1u5ce6182436yb2eo (001/105) "1dbo1u5ce6182436yb2eo.par2" yEnc	30
43	^alt\\.binaries\\.ath$	/^(?P<match0><<<>>>kosova-shqip\\.eu<<< (.+?) >>>kosova-shqip.eu<<<<<< - \\()\\d+\\/\\d+\\) - ".+?" yEnc$/	1	//<<<>>>kosova-shqip.eu<<< Deep SWG - 90s Club Megamix 2011 >>>kosova-shqip.eu<<<<<< - (2/4) - "Deep SWG - 90s Club Megamix 2011.rar" yEnc	35
44	^alt\\.binaries\\.ath$	/^(?P<match0><Have Fun> \\[)\\d+(?P<match1>\\/\\d+\\] - .+? )yEnc$/	1	//<Have Fun> [02/39] - SpongeBoZZ yEnc	40
45	^alt\\.binaries\\.ath$	/^(?P<match0>[a-zA-Z0-9].+?\\s{2,}|Old Dad uppt\\s+)(?P<match1>.+?) \\d+\\/\\d+\\] - ".+?" yEnc$/	1	//Old Dad uppt Taffe Mädels XivD LD HDTV Rip oben Kleine Einblendug German 01/43] - "Taffe Mädels.par2" yEnc	45
46	^alt\\.binaries\\.ath$	/^\\[\\d+\\/(?P<match0>\\d+\\][ _-]{0,3}".+?)([-_](proof|sample|thumbs?))*(\\.part\\d*(\\.rar)?|\\.rar|\\.7z)?(\\d{1,3}\\.rev"|\\.vol\\d+\\+\\d+\\.par2"|\\.[A-Za-z0-9]{2,4}"|")[-_\\s]{0,3}\\d+[.,]\\d+ [kKmMgG][bB].+UpperTeam.+ Secretusenet\\.com.+yEnc$/i	1	//[28/55] - "XzrgzBWoRqtcuBF.part27.rar" - 4,78 GB >>>UpperTeam for Usenet-Space-Cowboys.info and Secretusenet.com<<< yEnc	50
47	^alt\\.binaries\\.audio\\.warez$	/^(Re: )?(?P<match0>\\[.+?\\]-\\[\\d+\\]-\\[(.+?)\\]-\\[)\\d+\\/\\d+\\] - ".+?" yEnc$/	1	//[#nzbx.audio/EFnet]-[1681]-[MagicScore.Note.v7.084-UNION]-[02/12] - "u-msn7.r00" yEnc	5
48	^alt\\.binaries\\.audio\\.warez$	/^(?P<match0>([\\w.-]+) ?\\[)\\d+( of |\\/)\\d+\\] ".+?" yEnc$/	1	//MacProVideo.com.Pro.Tools8.101.Core.Pro.Tools8.TUTORiAL-DYNAMiCS [2 of 50] "dyn-mpvprtls101.sfv" yEnc ::: //Native.Instruments.Komplete.7.VSTi.RTAS.AU.DVDR.D02-DYNAMiCS[01/13] - "dyn.par2" yEnc ::: //Native.Instruments.Komplete.7.VSTi.RTAS.AU.DVDR.DYNAMiCS.NZB.ONLY [02/13] - "dyn.vol0000+001.PAR2" yEnc	10
49	^alt\\.binaries\\.audio\\.warez$	/^(?P<match0>REQ : .+? ~ (.+?) \\[)\\d+ of \\d+\\] ".+?" yEnc$/	1	//REQ : VSL Stuff ~ Here's PreSonus Studio One 1.5.2 for OS X [16 of 22] "a-p152x.rar" yEnc	15
50	^alt\\.binaries\\.audio\\.warez$	/^(?P<match0>([a-zA-Z0-9].+?) - \\[)\\d+\\/\\d+\\] - ".+?" yEnc$/	1	//Eminem - Recovery (2010) - [1/1] - "Eminem - Recovery (2010).rar" yEnc	20
51	^alt\\.binaries\\.audio\\.warez$	/^(?P<match0>\\(\\?{4}\\) \\[)\\d+(?P<match1>\\/\\d+\\] - "(.+?))([-_](proof|sample|thumbs?))*(\\.part\\d*(\\.rar)?|\\.rar|\\.7z)?(\\d{1,3}\\.rev"|\\.vol\\d+\\+\\d+\\.par2"|\\.[A-Za-z0-9]{2,4}"|")[-_\\s]{0,3}yEnc$/ui	1	//(????) [1/1] - "Dust in the Wind - the Violin Solo.rar" yEnc	25
52	^alt\\.binaries\\.audio\\.warez$	/^(?P<match0>(.+?) \\[)\\d+\\/\\d+\\] - ".+?" yEnc$/	1	//Native Instruments Battery 3 incl Library ( VST DX RTA )( windows ) Libraries [1/1] - "Native Instruments Battery 2 + 3 SERIAL KEY KEYGEN.nfo" yEnc	30
53	^alt\\.binaries\\.b4e$	/^(?P<match0>"(B4E-vip\\d+))\\..+?" yEnc$/	1	//"B4E-vip2851.r83" yEnc	5
54	^alt\\.binaries\\.b4e$	/^\\[\\d+(?P<match0>\\/\\d+\\] - "(.+?) \\().+?" yEnc$/	1	//[02/12] - "The.Call.GERMAN.2013.DL.AC3.Dubbed.720p.BluRay.x264 (Avi-RiP ).rar" yEnc	10
55	^alt\\.binaries\\.b4e$	/^(?P<match0>- "(.+?))([-_](proof|sample|thumbs?))*(\\.part\\d*(\\.rar)?|\\.rar|\\.7z)?(\\d{1,3}\\.rev"|\\.vol\\d+\\+\\d+\\.par2"|\\.[A-Za-z0-9]{2,4}"|")[-_\\s]{0,3}yEnc$/ui	1	//- "as-jew3.vol03+3.PAR2" - yEnc	15
56	^alt\\.binaries\\.barbarella$	/^(?P<match0>([a-zA-Z0-9].+?) - \\[)\\d+\\/\\d+\\] - ".+?" yEnc$/	1	//ACDSee.Video.Converter.Pro.v3.5.41.Incl.Keymaker-CORE - [1/7] - "ACDSee.Video.Converter.Pro.v3.5.41.Incl.Keymaker-CORE.par2" yEnc	5
57	^alt\\.binaries\\.barbarella$	/^(?P<match0>([\\w.-]+)\\s+-\\s+").+?" yEnc$/	1	//Die.Nacht.Der.Creeps.THEATRICAL.GERMAN.1986.720p.BluRay.x264-GH - "gh-notcreepskf720.nfo" yEnc ::: //The.Fast.and.the.Furious.Tokyo.Dr	10
58	^alt\\.binaries\\.barbarella$	/^(?P<match0>((\\[[A-Za-z]+\\]\\.)?[a-zA-Z0-9].+?) ?([\\^<> ]+give-me-all\\.org[\\^<> ]+|[\\^<> ]+)DRM[\\^<> ]+.+? - \\()\\d+\\/\\d+\\)  ".+?" - .+? yEnc$/	1	//CorelDRAW Technical Suite X6-16.3.0.1114 x32-x64<><>DRM<><> - (10/48)  "CorelDRAW Technical Suite X6-16.3.0.1114 x32-x64.part09.rar" - 2,01 GB - yEnc ::: //AnyDVD_7.1.9.3_-_HD-BR - Beta<>give-me-all.org<>DRM<><> - (1/3)  "AnyDVD_7.1.9.3_-_HD-BR - Beta.par2" - 14,53 MB - yEnc ::: //Android Softarchive.net Collection Pack 27^^give-me-all.org^^^^DRM^^^^ - (01/26)  "Android Softarchive.net Collection Pack 27.par2" - 1,01 GB - yEnc ::: //WIN7_ULT_SP1_x86_x64_IE10_19_05_13_TRIBAL <> give-me-all.org <> DRM <> <> PW <> - (154/155)  "WIN7_ULT_SP1_x86_x64_IE10_19_05_13_TRIBAL.vol57+11.par2" - 7,03 GB - yEnc ::: //[Android].Ultimate.iOS7.Apex.Nova.Theme.v1.45 <> DRM <> - (1/3)  "[Android].Ultimate.iOS7.Apex.Nova.Theme.v1.45.par2" - 21,14 MB - yEnc	15
59	^alt\\.binaries\\.barbarella$	/^\\(\\d+(?P<match0>\\/\\d+\\) - .+? - "(.+?))( \\(\\d+\\))?([-_](proof|sample|thumbs?))*(\\.part\\d*(\\.rar)?|\\.rar|\\.7z)?(\\d{1,3}\\.rev"|\\.vol\\d+\\+\\d+\\.par2"|\\.[A-Za-z0-9]{2,4}"|") - \\d+[,.]\\d+ [mMkKgG][bB] - yEnc$/i	1	//(004/114) - Description - "Pluralsight.net XAML Patterns (10).rar" - 532,92 MB - yEnc	20
60	^alt\\.binaries\\.barbarella$	/^\\(\\d+\\/\\d+\\)( -)? ".+?" - \\d+[,.]\\d+ [mMkKgG](?P<match0>[bB] - (.+?)) yEnc$/	1	//(59/81) "1973 .Lee.Jun.Fan.DVD9.untouched.z46" - 7,29 GB - Lee.Jun.Fan.sein.Film.DVD9.untouched yEnc ::: //(01/12) - "TransX - Living on a Video 1993.part01.rar" - 561,55 MB - TransX - Living on a Video 1993.[Lossless] Highh Quality yEnc	25
